#Plane_2u1
#Card       tzero  t_zero_err      entries
0    0.87931     0.23584             139077
1    -7.20206     0.13163             734623
2    -1.88721     0.04116             1916847
3    -0.87831     0.04852             3680337
4    -8.39648     0.09607             2890921
5    -9.76466     0.12431             1561570
6    -1.42947     0.13485             244776
