#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -26.69395     4.55689             12135
1    -33.16265     1.23003             305107
2    -27.49617     0.61939             327755
3    -34.63774     1.26229             267772
4    -35.12411     1.60847             209110
5    -33.80700     1.22458             142866
6    -33.50130     2.37811             35410
