#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -24.08740     1.96263             35991
1    -20.43593     0.49281             229109
2    -31.48161     0.58621             479888
3    -30.51819     0.87485             397048
4    -31.08985     1.59581             156721
5    79.37903     8.24320             26802
