#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -23.67436     1.12634             77507
1    -23.42812     0.53536             306794
2    -23.55524     0.71696             300943
3    -21.76453     0.56998             245938
4    -32.07678     0.99833             198184
5    -32.18485     1.17360             143696
6    -30.85155     2.54943             49685
