#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -26.60387     2.51194             15936
1    -31.25036     0.84178             202390
2    -34.42796     0.69179             509646
3    -33.16228     1.04439             406785
4    -35.38947     1.43183             151851
5    79.43346     10.55399             19268
