#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -31.00742     3.29342             22208
1    -30.99302     1.11566             176551
2    -30.31295     0.69134             638037
3    70.60212     1.71881             429838
4    -20.30043     1.40791             58864
5    -21.16303     4.02251             4205
