#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -36.05139     4.86322             17578
1    -34.18597     0.87898             314903
2    -36.06570     0.89185             327539
3    -33.39638     1.36718             267234
4    -32.45915     0.94266             205883
5    -32.27652     2.04624             137962
6    -24.86611     2.01076             32532
