#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -31.83234     3.12477             20671
1    -29.33283     1.10379             161515
2    -21.93205     0.44403             611947
3    -20.98164     0.44744             461897
4    -22.74412     1.68796             65670
5    -21.58864     2.93641             4588
