#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -22.97480     1.39453             38886
1    -22.94012     0.90463             246722
2    -21.94194     0.52216             488983
3    -20.70161     0.61499             383479
4    -28.39091     1.04090             144898
5    -31.44894     2.57599             24746
