#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -32.35988     1.81815             69508
1    -31.49554     0.91037             305550
2    -31.99643     0.79445             301646
3    -22.57164     0.65828             247437
4    -22.46870     0.90674             199889
5    -22.36478     0.80382             145874
6    -20.90983     1.27699             53186
