#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -35.38317     6.77304             9667
1    -32.39479     1.03825             140900
2    -24.91433     0.56698             660483
3    -29.68576     0.96240             436197
4    -32.56686     1.82117             57639
5    -34.02448     5.95990             3056
