#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -32.40137     4.40190             10863
1    -34.42036     1.24854             155055
2    -33.32286     0.65067             689463
3    74.24944     1.85980             402985
4    -23.49616     1.28707             37896
5    -25.90553     6.59462             2790
