#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -26.04982     2.11988             18440
1    -25.97417     1.19103             223467
2    -25.36881     0.43818             518598
3    -30.85340     0.70480             390615
4    -32.42195     1.53585             139804
5    -34.64275     4.71654             17411
