#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -24.10773     1.88869             30015
1    -24.35897     0.96950             121397
2    -24.41275     1.38331             104285
3    -22.22809     1.12702             75139
4    -31.51414     1.76517             52393
5    -32.45600     2.71262             31800
6    -30.82721     4.69201             9493
