#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -28.89063     5.15152             6848
1    -32.27667     2.01572             84520
2    -35.08071     1.30252             174521
3    -33.06235     1.95189             111665
4    -35.02702     2.87735             34986
5    71.00000     0.00000             4386
