#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -34.65881     6.71712             3974
1    -32.53505     1.71898             51114
2    -25.62890     0.69386             224492
3    -30.00534     2.00365             130094
4    -31.54398     5.46419             8922
5    -29.00000     0.00000             496
