#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -33.29040     4.48206             4423
1    -34.63018     2.14530             56309
2    -34.32623     1.28910             241933
3    74.11655     3.60221             110574
4    -23.81434     4.15102             5695
5    -29.00000     0.00000             455
