#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -27.57745     4.21565             4076
1    -34.67824     1.43567             122753
2    -27.51180     1.00474             115416
3    -35.38608     2.50571             82202
4    -34.50217     2.09829             54745
5    -33.43049     3.96914             30776
6    -32.90663     6.05312             6413
