#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -25.39667     3.05940             15891
1    -21.08251     0.82059             93762
2    -31.90645     1.06367             163195
3    -30.43958     1.66911             109021
4    -31.48927     2.66038             36297
5    80.89664     12.19122             6140
