#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -33.45878     4.85430             8164
1    -29.10777     1.33861             58044
2    -22.35879     0.69139             205030
3    -20.74215     0.77283             142788
4    -24.17812     3.94375             10791
5    -9.00000     0.00000             796
