#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -23.99060     2.26442             17164
1    -23.13917     1.39049             100594
2    -22.57486     0.99336             164964
3    -20.23521     1.08791             104563
4    -26.72610     2.17507             33496
5    -28.98233     5.59964             5681
