#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -27.81072     3.94903             9540
1    -34.59358     1.54145             212095
2    -28.04663     1.15365             309617
3    -35.89360     1.12798             391920
4    -35.28871     1.16693             523556
5    -34.57207     0.90773             640615
6    -34.47206     1.34561             295014
