#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -32.70660     2.91761             41636
1    -32.47374     1.35146             230681
2    -32.94988     1.17602             293853
3    -23.09875     0.81441             364153
4    -23.12641     0.64699             470708
5    -23.05833     0.49595             583164
6    -20.68945     0.71985             339511
