#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -31.63878     3.04153             41408
1    -30.95486     1.18330             252184
2    -30.94441     1.09615             555231
3    67.04101     1.51744             734130
4    -19.88358     0.47462             541991
5    -22.69107     1.12995             181464
