#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -23.97022     2.11679             41704
1    -24.19556     1.02043             270774
2    -22.90394     0.54789             598501
3    -21.33099     0.47069             759922
4    -27.55278     0.70975             493514
5    -31.32717     1.65274             147844
