#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -36.04447     6.92697             11993
1    -34.51846     1.53821             222674
2    -36.98600     1.31439             313916
3    -34.24497     1.09424             400298
4    -33.36412     1.13210             519891
5    -33.14344     0.99756             628116
6    -24.84354     0.89603             278351
