#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -34.96338     5.70942             26906
1    -34.55826     1.46943             242438
2    -33.33917     1.04585             574783
3    70.46249     1.48618             775151
4    -23.57333     0.58293             488744
5    -27.36029     1.41348             154608
