#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -27.90023     3.42846             24501
1    -32.72306     1.44728             231650
2    -34.92839     0.86217             611223
3    -33.42902     0.74792             812338
4    -35.21100     0.93984             586931
5    73.59214     3.53491             133960
