#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -25.51302     2.41355             39385
1    -21.48618     0.74479             246672
2    -31.77928     0.91528             582608
3    -31.05299     0.79964             769140
4    -30.91711     0.80155             541603
5    76.70822     3.14107             154421
