#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -34.20660     2.71816             24957
1    -32.60231     1.10021             217951
2    -24.59767     0.79360             558720
3    -31.96580     0.80982             785726
4    -33.60022     0.89772             638324
5    -31.95389     2.07675             156486
