#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -23.76412     1.23080             92772
1    -24.24210     0.50498             311320
2    -24.23004     0.65204             271442
3    -22.02900     0.64614             229622
4    -32.01505     1.05686             195474
5    -32.49903     1.27423             151298
6    -30.65392     2.43415             59344
