#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -35.83199     4.02376             26452
1    -34.40240     0.74164             329805
2    -36.72642     0.85158             295861
3    -33.34246     1.07761             249159
4    -32.29929     1.78756             202637
5    -32.25810     2.05785             148891
6    -24.04137     1.64955             40697
