#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -34.29799     3.54376             14180
1    -34.51950     1.31819             164010
2    -34.19795     0.61982             629577
3    74.44453     1.88298             409963
4    -23.58577     1.31173             59158
5    -26.19829     3.13604             5761
