#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -26.52054     2.24438             30593
1    -26.59142     0.97528             229510
2    -25.68561     0.50016             489714
3    -31.29799     0.81655             395771
4    -32.21901     1.27521             135119
5    -35.43746     3.68877             16181
