#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -27.17598     1.78671             27209
1    -32.69561     0.86530             210835
2    -34.78379     0.79241             479222
3    -33.48351     0.85100             413699
4    -35.55482     1.57807             146360
5    78.39191     7.97440             17939
