#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -27.79685     3.34650             20180
1    -34.67206     1.14921             321259
2    -27.75440     0.70201             297025
3    -35.57175     1.16848             249641
4    -34.92815     1.21942             205061
5    -33.52998     1.36710             153476
6    -33.79449     2.64259             43910
