#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -10.53529     0.44398             93128
1    -10.79184     0.35953             235146
2    -30.88049     0.65710             399858
3    -17.61396     0.39190             545542
4    -9.48214     0.20099             452155
