#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -19.50000     0.00000             1497
1    -14.63329     1.34849             16846
2    -13.56647     0.45175             147450
3    -14.49331     0.24505             715869
4    -12.82510     0.36217             288573
5    -10.48350     0.44540             108328
6    -12.44231     1.25799             13047
