#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -14.63821     3.19386             3158
1    -10.92176     0.81742             47719
2    -8.57419     0.27666             168330
3    -19.32047     0.36839             501083
4    -19.45816     0.47809             348784
5    -11.71486     0.37465             190979
6    -10.67937     0.65230             30408
