#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -18.28853     1.03935             82452
1    -15.81762     0.63731             196995
2    -32.79804     0.71884             311981
3    -12.82335     0.28771             400355
4    -2.94914     0.15090             308334
