#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -8.84782     1.23338             5764
1    -17.21323     1.47379             35970
2    -6.86767     0.21484             238946
3    -8.23113     0.16474             650111
4    -13.35565     0.38504             229739
5    -12.87017     0.57718             99606
6    -8.55441     0.98981             12120
