#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -5.95408     0.68745             12009
1    -13.10283     0.69751             79593
2    -7.79335     0.22197             271958
3    -9.93107     0.16603             622805
4    -15.78348     0.35765             414234
5    -11.62012     0.32333             234392
6    -0.35669     0.53818             40439
