#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -11.21872     0.47569             102402
1    -11.08272     0.41186             201352
2    -30.51843     0.72348             288488
3    -20.11217     0.46019             358356
4    -2.70213     0.15394             323624
