#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -13.50093     1.93801             5845
1    -10.35029     0.61116             55751
2    -9.30946     0.34015             178006
3    -18.70394     0.37257             464849
4    -19.09478     0.49150             331447
5    -11.42604     0.39887             189958
6    -1.94600     0.52585             46823
