#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -11.97077     4.32316             4098
1    -11.92417     1.04771             34723
2    -6.75555     0.22061             219233
3    -8.24924     0.12097             867467
4    -14.39230     0.36194             372032
5    -9.10423     0.34072             158722
6    -8.27832     0.69516             28375
