#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -14.48047     1.51822             7210
1    -12.38168     0.60204             70243
2    -10.23871     0.34385             256790
3    -9.61042     0.14847             696959
4    -18.46130     0.43311             440330
5    -12.31446     0.35659             232169
6    -9.77252     0.81078             25243
