#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -33.01364     2.61318             45063
1    -31.61053     1.26922             195895
2    -32.40686     1.44352             195537
3    -22.52699     0.96693             159762
4    -22.93171     1.03065             128440
5    -22.93730     1.33029             93975
6    -20.21541     1.80536             34615
