#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -24.79312     2.58364             23086
1    -21.97398     0.98560             147620
2    -31.86748     1.06433             309890
3    -30.78408     1.12202             256143
4    -30.94403     1.59165             101244
5    80.93731     12.41480             17382
