#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -28.91780     4.18300             7621
1    -34.10067     1.74879             196064
2    -27.99412     1.14573             212067
3    -35.05673     1.62373             173003
4    -34.62982     1.55475             133989
5    -34.46253     2.09696             92750
6    -33.14436     3.70761             22940
