#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -31.59045     3.71907             13305
1    -29.39267     1.36052             103949
2    -22.16584     0.52005             394813
3    -20.90420     0.63011             298329
4    -24.24734     1.91431             42240
5    -23.37598     8.70744             2959
