#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -25.35555     3.62070             11507
1    -26.45929     1.22495             143489
2    -25.56887     0.77905             334717
3    -30.99072     1.13955             251822
4    -32.03185     1.86787             90433
5    -36.45985     4.30089             11367
