#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -35.44456     8.83845             6209
1    -32.11083     1.97003             90547
2    -25.58529     0.70738             425716
3    -30.48320     1.39075             281185
4    -31.61050     3.50424             37460
5    -29.50000     0.00000             1988
