#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -24.75674     1.53517             50164
1    -24.29392     1.05919             196722
2    -24.39164     1.23819             194932
3    -22.09224     0.89414             158750
4    -31.74765     1.43602             127361
5    -31.90661     1.71054             92866
6    -30.32325     3.72258             32333
