#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -31.74159     3.57219             16109
1    -30.03094     1.22756             106669
2    -22.83177     0.47162             355432
3    -20.97650     0.50653             383090
4    -23.36625     1.42477             67767
5    -21.39816     2.95210             5807
