#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -27.88592     3.41683             10506
1    -34.47323     1.96220             207934
2    -27.94386     0.84759             199035
3    -34.82050     1.66043             172586
4    -34.70247     1.30420             163008
5    -33.32348     1.87711             132474
6    -33.37344     2.91464             35561
