#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -32.63003     2.26464             50187
1    -32.27509     1.24352             203682
2    -32.48385     1.11525             182018
3    -22.84518     0.87296             158973
4    -23.06651     0.89116             153015
5    -22.55631     0.92391             131487
6    -20.18530     1.20838             53417
