#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -36.00371     4.11993             14163
1    -34.36517     1.09325             213866
2    -36.56796     1.23776             198516
3    -34.27116     1.41187             172975
4    -32.74766     1.18907             161637
5    -32.17333     2.22201             128556
6    -22.13320     1.91732             32630
