#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -31.79049     3.22243             17314
1    -31.15199     1.44261             115668
2    -31.26622     1.04010             373377
3    70.66663     1.89725             362191
4    -19.42456     0.97878             61385
5    -22.41537     3.11382             5249
