#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -24.92838     1.73542             31262
1    -21.35797     0.70216             149416
2    -32.07731     0.83086             293353
3    -30.66466     1.05290             308007
4    -30.77861     1.25050             131318
5    80.90550     6.53745             22044
