#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -35.74419     5.05167             9012
1    -34.17643     1.49979             103709
2    -34.10288     0.96290             416433
3    74.54191     2.04822             340001
4    -23.29369     1.22291             42053
5    -26.20981     4.69655             3733
