#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -35.08414     7.29288             8063
1    -32.55462     1.31610             94834
2    -25.66185     0.54397             386218
3    -29.87666     1.15164             371290
4    -32.28299     2.26329             60920
5    -31.21051     5.83682             4078
