#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -26.88597     2.37751             17489
1    -26.57472     0.83510             149348
2    -25.90426     0.62235             317924
3    -31.09485     0.86808             307583
4    -31.97219     1.31083             118121
5    -33.81015     3.87786             14251
